,role_0,role_1,role_2,role_3
256091,0.25,0.25,0.25,0.25
256098,0.25,0.25,0.25,0.25
256126,0.25,0.25,0.25,0.25
256130,0.25,0.25,0.25,0.25
256131,0.25,0.25,0.25,0.25
256134,0.25,0.25,0.25,0.25
256153,0.25,0.25,0.25,0.25
256177,0.25,0.25,0.25,0.25
256192,0.25,0.25,0.25,0.25
256203,0.25,0.25,0.25,0.25
256208,0.25,0.25,0.25,0.25
256212,0.25,0.25,0.25,0.25
256229,0.25,0.25,0.25,0.25
256272,0.25,0.25,0.25,0.25
256292,0.25,0.25,0.25,0.25
256294,0.25,0.25,0.25,0.25
256306,0.25,0.25,0.25,0.25
256309,0.25,0.25,0.25,0.25
256317,0.25,0.25,0.25,0.25
256327,0.25,0.25,0.25,0.25
256342,0.25,0.25,0.25,0.25
256345,0.25,0.25,0.25,0.25
256359,0.25,0.25,0.25,0.25
256360,0.25,0.25,0.25,0.25
256371,0.25,0.25,0.25,0.25
256383,0.25,0.25,0.25,0.25
256384,0.25,0.25,0.25,0.25
256389,0.25,0.25,0.25,0.25
256390,0.25,0.25,0.25,0.25
256399,0.25,0.25,0.25,0.25
256400,0.25,0.25,0.25,0.25
256402,0.25,0.25,0.25,0.25
256410,0.25,0.25,0.25,0.25
256425,0.25,0.25,0.25,0.25
256432,0.25,0.25,0.25,0.25
256458,0.25,0.25,0.25,0.25
256488,0.25,0.25,0.25,0.25
256511,0.25,0.25,0.25,0.25
256527,0.25,0.25,0.25,0.25
256530,0.25,0.25,0.25,0.25
256533,0.25,0.25,0.25,0.25
256537,0.25,0.25,0.25,0.25
256551,0.25,0.25,0.25,0.25
256559,0.25,0.25,0.25,0.25
256571,0.25,0.25,0.25,0.25
256582,0.25,0.25,0.25,0.25
256588,0.25,0.25,0.25,0.25
256589,0.25,0.25,0.25,0.25
256591,0.25,0.25,0.25,0.25
256593,0.25,0.25,0.25,0.25
256596,0.25,0.25,0.25,0.25
256607,0.25,0.25,0.25,0.25
256626,0.25,0.25,0.25,0.25
256628,0.25,0.25,0.25,0.25
256629,0.25,0.25,0.25,0.25
256646,0.25,0.25,0.25,0.25
256658,0.25,0.25,0.25,0.25
256712,0.25,0.25,0.25,0.25
256718,0.25,0.25,0.25,0.25
256726,0.25,0.25,0.25,0.25
256735,0.25,0.25,0.25,0.25
256749,0.25,0.25,0.25,0.25
256752,0.25,0.25,0.25,0.25
256759,0.25,0.25,0.25,0.25
256785,0.25,0.25,0.25,0.25
256786,0.25,0.25,0.25,0.25
256788,0.25,0.25,0.25,0.25
256802,0.25,0.25,0.25,0.25
256813,0.25,0.25,0.25,0.25
256822,0.25,0.25,0.25,0.25
256830,0.25,0.25,0.25,0.25
256847,0.25,0.25,0.25,0.25
256849,0.25,0.25,0.25,0.25
256853,0.25,0.25,0.25,0.25
256854,0.25,0.25,0.25,0.25
256858,0.25,0.25,0.25,0.25
256874,0.25,0.25,0.25,0.25
256881,0.25,0.25,0.25,0.25
256883,0.25,0.25,0.25,0.25
256884,0.25,0.25,0.25,0.25
256906,0.25,0.25,0.25,0.25
256907,0.25,0.25,0.25,0.25
256910,0.25,0.25,0.25,0.25
256920,0.25,0.25,0.25,0.25
256939,0.25,0.25,0.25,0.25
256947,0.25,0.25,0.25,0.25
256958,0.25,0.25,0.25,0.25
256998,0.25,0.25,0.25,0.25
257004,0.25,0.25,0.25,0.25
257008,0.25,0.25,0.25,0.25
257011,0.25,0.25,0.25,0.25
257028,0.25,0.25,0.25,0.25
257040,0.25,0.25,0.25,0.25
257047,0.25,0.25,0.25,0.25
257063,0.25,0.25,0.25,0.25
257067,0.25,0.25,0.25,0.25
257085,0.25,0.25,0.25,0.25
257086,0.25,0.25,0.25,0.25
257104,0.25,0.25,0.25,0.25
257126,0.25,0.25,0.25,0.25
257145,0.25,0.25,0.25,0.25
257147,0.25,0.25,0.25,0.25
257154,0.25,0.25,0.25,0.25
257161,0.25,0.25,0.25,0.25
257173,0.25,0.25,0.25,0.25
257174,0.25,0.25,0.25,0.25
257177,0.25,0.25,0.25,0.25
257204,0.25,0.25,0.25,0.25
257210,0.25,0.25,0.25,0.25
257217,0.25,0.25,0.25,0.25
257225,0.25,0.25,0.25,0.25
257232,0.25,0.25,0.25,0.25
257241,0.25,0.25,0.25,0.25
257255,0.25,0.25,0.25,0.25
257260,0.25,0.25,0.25,0.25
257287,0.25,0.25,0.25,0.25
257293,0.25,0.25,0.25,0.25
257323,0.25,0.25,0.25,0.25
257337,0.25,0.25,0.25,0.25
257342,0.25,0.25,0.25,0.25
257354,0.25,0.25,0.25,0.25
257365,0.25,0.25,0.25,0.25
257367,0.25,0.25,0.25,0.25
257379,0.25,0.25,0.25,0.25
257393,0.25,0.25,0.25,0.25
257411,0.25,0.25,0.25,0.25
257417,0.25,0.25,0.25,0.25
257419,0.25,0.25,0.25,0.25
257423,0.25,0.25,0.25,0.25
257459,0.25,0.25,0.25,0.25
257460,0.25,0.25,0.25,0.25
257463,0.25,0.25,0.25,0.25
257468,0.25,0.25,0.25,0.25
257478,0.25,0.25,0.25,0.25
257482,0.25,0.25,0.25,0.25
257483,0.25,0.25,0.25,0.25
257504,0.25,0.25,0.25,0.25
257511,0.25,0.25,0.25,0.25
257513,0.25,0.25,0.25,0.25
257516,0.25,0.25,0.25,0.25
257538,0.25,0.25,0.25,0.25
257543,0.25,0.25,0.25,0.25
257551,0.25,0.25,0.25,0.25
257586,0.25,0.25,0.25,0.25
257590,0.25,0.25,0.25,0.25
257591,0.25,0.25,0.25,0.25
257592,0.25,0.25,0.25,0.25
257602,0.25,0.25,0.25,0.25
257617,0.25,0.25,0.25,0.25
257620,0.25,0.25,0.25,0.25
257636,0.25,0.25,0.25,0.25
257637,0.25,0.25,0.25,0.25
257639,0.25,0.25,0.25,0.25
257645,0.25,0.25,0.25,0.25
257650,0.25,0.25,0.25,0.25
257651,0.25,0.25,0.25,0.25
257679,0.25,0.25,0.25,0.25
257681,0.25,0.25,0.25,0.25
257713,0.25,0.25,0.25,0.25
257721,0.25,0.25,0.25,0.25
257722,0.25,0.25,0.25,0.25
257726,0.25,0.25,0.25,0.25
257745,0.25,0.25,0.25,0.25
257753,0.25,0.25,0.25,0.25
257760,0.25,0.25,0.25,0.25
257775,0.25,0.25,0.25,0.25
257782,0.25,0.25,0.25,0.25
257786,0.25,0.25,0.25,0.25
257795,0.25,0.25,0.25,0.25
257799,0.25,0.25,0.25,0.25
257804,0.25,0.25,0.25,0.25
257818,0.25,0.25,0.25,0.25
257831,0.25,0.25,0.25,0.25
257868,0.25,0.25,0.25,0.25
257880,0.25,0.25,0.25,0.25
257885,0.25,0.25,0.25,0.25
257899,0.25,0.25,0.25,0.25
257904,0.25,0.25,0.25,0.25
257909,0.25,0.25,0.25,0.25
257923,0.25,0.25,0.25,0.25
257930,0.25,0.25,0.25,0.25
257932,0.25,0.25,0.25,0.25
257942,0.25,0.25,0.25,0.25
257950,0.25,0.25,0.25,0.25
257962,0.25,0.25,0.25,0.25
257964,0.25,0.25,0.25,0.25
257976,0.25,0.25,0.25,0.25
257977,0.25,0.25,0.25,0.25
257989,0.25,0.25,0.25,0.25
258007,0.25,0.25,0.25,0.25
258015,0.25,0.25,0.25,0.25
258027,0.25,0.25,0.25,0.25
258033,0.25,0.25,0.25,0.25
258044,0.25,0.25,0.25,0.25
258050,0.25,0.25,0.25,0.25
258057,0.25,0.25,0.25,0.25
258093,0.25,0.25,0.25,0.25
258102,0.25,0.25,0.25,0.25
258134,0.25,0.25,0.25,0.25
258222,0.25,0.25,0.25,0.25
258241,0.25,0.25,0.25,0.25
258257,0.25,0.25,0.25,0.25
258261,0.25,0.25,0.25,0.25
258273,0.25,0.25,0.25,0.25
258279,0.25,0.25,0.25,0.25
258292,0.25,0.25,0.25,0.25
258296,0.25,0.25,0.25,0.25
258330,0.25,0.25,0.25,0.25
258333,0.25,0.25,0.25,0.25
258384,0.25,0.25,0.25,0.25
258388,0.25,0.25,0.25,0.25
258411,0.25,0.25,0.25,0.25
258413,0.25,0.25,0.25,0.25
258423,0.25,0.25,0.25,0.25
258442,0.25,0.25,0.25,0.25
258466,0.25,0.25,0.25,0.25
258488,0.25,0.25,0.25,0.25
258489,0.25,0.25,0.25,0.25
258497,0.25,0.25,0.25,0.25
258499,0.25,0.25,0.25,0.25
258503,0.25,0.25,0.25,0.25
258504,0.25,0.25,0.25,0.25
258524,0.25,0.25,0.25,0.25
258538,0.25,0.25,0.25,0.25
258558,0.25,0.25,0.25,0.25
258561,0.25,0.25,0.25,0.25
258583,0.25,0.25,0.25,0.25
258599,0.25,0.25,0.25,0.25
258617,0.25,0.25,0.25,0.25
258619,0.25,0.25,0.25,0.25
258624,0.25,0.25,0.25,0.25
258642,0.25,0.25,0.25,0.25
258651,0.25,0.25,0.25,0.25
258655,0.25,0.25,0.25,0.25
258674,0.25,0.25,0.25,0.25
258702,0.25,0.25,0.25,0.25
258703,0.25,0.25,0.25,0.25
258704,0.25,0.25,0.25,0.25
258710,0.25,0.25,0.25,0.25
258719,0.25,0.25,0.25,0.25
258727,0.25,0.25,0.25,0.25
258749,0.25,0.25,0.25,0.25
258759,0.25,0.25,0.25,0.25
258764,0.25,0.25,0.25,0.25
258777,0.25,0.25,0.25,0.25
258792,0.25,0.25,0.25,0.25
258820,0.25,0.25,0.25,0.25
258822,0.25,0.25,0.25,0.25
258849,0.25,0.25,0.25,0.25
258851,0.25,0.25,0.25,0.25
258852,0.25,0.25,0.25,0.25
258861,0.25,0.25,0.25,0.25
258866,0.25,0.25,0.25,0.25
258871,0.25,0.25,0.25,0.25
258873,0.25,0.25,0.25,0.25
258884,0.25,0.25,0.25,0.25
258913,0.25,0.25,0.25,0.25
258914,0.25,0.25,0.25,0.25
258931,0.25,0.25,0.25,0.25
258932,0.25,0.25,0.25,0.25
258938,0.25,0.25,0.25,0.25
258939,0.25,0.25,0.25,0.25
258941,0.25,0.25,0.25,0.25
258953,0.25,0.25,0.25,0.25
258956,0.25,0.25,0.25,0.25
258965,0.25,0.25,0.25,0.25
258970,0.25,0.25,0.25,0.25
259007,0.25,0.25,0.25,0.25
259038,0.25,0.25,0.25,0.25
259042,0.25,0.25,0.25,0.25
259043,0.25,0.25,0.25,0.25
259047,0.25,0.25,0.25,0.25
259050,0.25,0.25,0.25,0.25
259061,0.25,0.25,0.25,0.25
259063,0.25,0.25,0.25,0.25
259074,0.25,0.25,0.25,0.25
259106,0.25,0.25,0.25,0.25
259107,0.25,0.25,0.25,0.25
259158,0.25,0.25,0.25,0.25
259171,0.25,0.25,0.25,0.25
259172,0.25,0.25,0.25,0.25
259173,0.25,0.25,0.25,0.25
259174,0.25,0.25,0.25,0.25
259175,0.25,0.25,0.25,0.25
259182,0.25,0.25,0.25,0.25
259184,0.25,0.25,0.25,0.25
259185,0.25,0.25,0.25,0.25
259190,0.25,0.25,0.25,0.25
259191,0.25,0.25,0.25,0.25
259197,0.25,0.25,0.25,0.25
259208,0.25,0.25,0.25,0.25
259214,0.25,0.25,0.25,0.25
259219,0.25,0.25,0.25,0.25
259231,0.25,0.25,0.25,0.25
259236,0.25,0.25,0.25,0.25
259240,0.25,0.25,0.25,0.25
259254,0.25,0.25,0.25,0.25
259255,0.25,0.25,0.25,0.25
259265,0.25,0.25,0.25,0.25
259286,0.25,0.25,0.25,0.25
259304,0.25,0.25,0.25,0.25
259305,0.25,0.25,0.25,0.25
259310,0.25,0.25,0.25,0.25
259316,0.25,0.25,0.25,0.25
259321,0.25,0.25,0.25,0.25
259323,0.25,0.25,0.25,0.25
259334,0.25,0.25,0.25,0.25
259353,0.25,0.25,0.25,0.25
259365,0.25,0.25,0.25,0.25
259371,0.25,0.25,0.25,0.25
259373,0.25,0.25,0.25,0.25
259401,0.25,0.25,0.25,0.25
259419,0.25,0.25,0.25,0.25
259430,0.25,0.25,0.25,0.25
259435,0.25,0.25,0.25,0.25
259436,0.25,0.25,0.25,0.25
259443,0.25,0.25,0.25,0.25
259455,0.25,0.25,0.25,0.25
259457,0.25,0.25,0.25,0.25
259460,0.25,0.25,0.25,0.25
259468,0.25,0.25,0.25,0.25
259477,0.25,0.25,0.25,0.25
259484,0.25,0.25,0.25,0.25
259526,0.25,0.25,0.25,0.25
259528,0.25,0.25,0.25,0.25
259531,0.25,0.25,0.25,0.25
259536,0.25,0.25,0.25,0.25
259537,0.25,0.25,0.25,0.25
259547,0.25,0.25,0.25,0.25
259560,0.25,0.25,0.25,0.25
259561,0.25,0.25,0.25,0.25
259580,0.25,0.25,0.25,0.25
259584,0.25,0.25,0.25,0.25
259598,0.25,0.25,0.25,0.25
259603,0.25,0.25,0.25,0.25
259614,0.25,0.25,0.25,0.25
259628,0.25,0.25,0.25,0.25
259635,0.25,0.25,0.25,0.25
259646,0.25,0.25,0.25,0.25
259667,0.25,0.25,0.25,0.25
259671,0.25,0.25,0.25,0.25
259674,0.25,0.25,0.25,0.25
259676,0.25,0.25,0.25,0.25
259681,0.25,0.25,0.25,0.25
259705,0.25,0.25,0.25,0.25
259710,0.25,0.25,0.25,0.25
259718,0.25,0.25,0.25,0.25
259721,0.25,0.25,0.25,0.25
259723,0.25,0.25,0.25,0.25
259738,0.25,0.25,0.25,0.25
259772,0.25,0.25,0.25,0.25
259781,0.25,0.25,0.25,0.25
259789,0.25,0.25,0.25,0.25
259799,0.25,0.25,0.25,0.25
259847,0.25,0.25,0.25,0.25
259879,0.25,0.25,0.25,0.25
259882,0.25,0.25,0.25,0.25
259891,0.25,0.25,0.25,0.25
259901,0.25,0.25,0.25,0.25
259902,0.25,0.25,0.25,0.25
259904,0.25,0.25,0.25,0.25
259926,0.25,0.25,0.25,0.25
259937,0.25,0.25,0.25,0.25
259945,0.25,0.25,0.25,0.25
259955,0.25,0.25,0.25,0.25
259959,0.25,0.25,0.25,0.25
259960,0.25,0.25,0.25,0.25
259965,0.25,0.25,0.25,0.25
259966,0.25,0.25,0.25,0.25
259978,0.25,0.25,0.25,0.25
259984,0.25,0.25,0.25,0.25
259991,0.25,0.25,0.25,0.25
259996,0.25,0.25,0.25,0.25
260016,0.25,0.25,0.25,0.25
260025,0.25,0.25,0.25,0.25
260044,0.25,0.25,0.25,0.25
260047,0.25,0.25,0.25,0.25
260055,0.25,0.25,0.25,0.25
260060,0.25,0.25,0.25,0.25
260069,0.25,0.25,0.25,0.25
260153,0.25,0.25,0.25,0.25
260161,0.25,0.25,0.25,0.25
260185,0.25,0.25,0.25,0.25
260188,0.25,0.25,0.25,0.25
260193,0.25,0.25,0.25,0.25
260212,0.25,0.25,0.25,0.25
260216,0.25,0.25,0.25,0.25
260248,0.25,0.25,0.25,0.25
260266,0.25,0.25,0.25,0.25
260283,0.25,0.25,0.25,0.25
260313,0.25,0.25,0.25,0.25
260314,0.25,0.25,0.25,0.25
260316,0.25,0.25,0.25,0.25
260329,0.25,0.25,0.25,0.25
260366,0.25,0.25,0.25,0.25
260389,0.25,0.25,0.25,0.25
260404,0.25,0.25,0.25,0.25
260420,0.25,0.25,0.25,0.25
260421,0.25,0.25,0.25,0.25
260423,0.25,0.25,0.25,0.25
260424,0.25,0.25,0.25,0.25
260445,0.25,0.25,0.25,0.25
260467,0.25,0.25,0.25,0.25
260477,0.25,0.25,0.25,0.25
260482,0.25,0.25,0.25,0.25
260489,0.25,0.25,0.25,0.25
260491,0.25,0.25,0.25,0.25
260533,0.25,0.25,0.25,0.25
260538,0.25,0.25,0.25,0.25
260546,0.25,0.25,0.25,0.25
260547,0.25,0.25,0.25,0.25
260548,0.25,0.25,0.25,0.25
260552,0.25,0.25,0.25,0.25
260554,0.25,0.25,0.25,0.25
260564,0.25,0.25,0.25,0.25
260578,0.25,0.25,0.25,0.25
260580,0.25,0.25,0.25,0.25
260581,0.25,0.25,0.25,0.25
260582,0.25,0.25,0.25,0.25
260598,0.25,0.25,0.25,0.25
260634,0.25,0.25,0.25,0.25
260648,0.25,0.25,0.25,0.25
260655,0.25,0.25,0.25,0.25
260663,0.25,0.25,0.25,0.25
260670,0.25,0.25,0.25,0.25
260683,0.25,0.25,0.25,0.25
260689,0.25,0.25,0.25,0.25
260700,0.25,0.25,0.25,0.25
260705,0.25,0.25,0.25,0.25
260711,0.25,0.25,0.25,0.25
260714,0.25,0.25,0.25,0.25
260723,0.25,0.25,0.25,0.25
260746,0.25,0.25,0.25,0.25
260754,0.25,0.25,0.25,0.25
260759,0.25,0.25,0.25,0.25
260760,0.25,0.25,0.25,0.25
260761,0.25,0.25,0.25,0.25
260766,0.25,0.25,0.25,0.25
260773,0.25,0.25,0.25,0.25
260810,0.25,0.25,0.25,0.25
260820,0.25,0.25,0.25,0.25
260824,0.25,0.25,0.25,0.25
260844,0.25,0.25,0.25,0.25
260865,0.25,0.25,0.25,0.25
260880,0.25,0.25,0.25,0.25
260889,0.25,0.25,0.25,0.25
260893,0.25,0.25,0.25,0.25
260906,0.25,0.25,0.25,0.25
260913,0.25,0.25,0.25,0.25
260919,0.25,0.25,0.25,0.25
260931,0.25,0.25,0.25,0.25
260934,0.25,0.25,0.25,0.25
260939,0.25,0.25,0.25,0.25
260944,0.25,0.25,0.25,0.25
260957,0.25,0.25,0.25,0.25
260968,0.25,0.25,0.25,0.25
260978,0.25,0.25,0.25,0.25
260996,0.25,0.25,0.25,0.25
261003,0.25,0.25,0.25,0.25
261006,0.25,0.25,0.25,0.25
261029,0.25,0.25,0.25,0.25
261053,0.25,0.25,0.25,0.25
261069,0.25,0.25,0.25,0.25
261070,0.25,0.25,0.25,0.25
261076,0.25,0.25,0.25,0.25
261083,0.25,0.25,0.25,0.25
261091,0.25,0.25,0.25,0.25
261106,0.25,0.25,0.25,0.25
261116,0.25,0.25,0.25,0.25
261122,0.25,0.25,0.25,0.25
261126,0.25,0.25,0.25,0.25
261129,0.25,0.25,0.25,0.25
261131,0.25,0.25,0.25,0.25
261133,0.25,0.25,0.25,0.25
261135,0.25,0.25,0.25,0.25
261146,0.25,0.25,0.25,0.25
261162,0.25,0.25,0.25,0.25
261166,0.25,0.25,0.25,0.25
261184,0.25,0.25,0.25,0.25
261205,0.25,0.25,0.25,0.25
261206,0.25,0.25,0.25,0.25
261208,0.25,0.25,0.25,0.25
261215,0.25,0.25,0.25,0.25
261216,0.25,0.25,0.25,0.25
261218,0.25,0.25,0.25,0.25
261221,0.25,0.25,0.25,0.25
261234,0.25,0.25,0.25,0.25
261249,0.25,0.25,0.25,0.25
261256,0.25,0.25,0.25,0.25
261258,0.25,0.25,0.25,0.25
261261,0.25,0.25,0.25,0.25
261268,0.25,0.25,0.25,0.25
261269,0.25,0.25,0.25,0.25
261295,0.25,0.25,0.25,0.25
261307,0.25,0.25,0.25,0.25
261315,0.25,0.25,0.25,0.25
261333,0.25,0.25,0.25,0.25
261335,0.25,0.25,0.25,0.25
261346,0.25,0.25,0.25,0.25
261351,0.25,0.25,0.25,0.25
261352,0.25,0.25,0.25,0.25
261363,0.25,0.25,0.25,0.25
261369,0.25,0.25,0.25,0.25
261377,0.25,0.25,0.25,0.25
261400,0.25,0.25,0.25,0.25
261424,0.25,0.25,0.25,0.25
261434,0.25,0.25,0.25,0.25
261440,0.25,0.25,0.25,0.25
261464,0.25,0.25,0.25,0.25
261468,0.25,0.25,0.25,0.25
261485,0.25,0.25,0.25,0.25
261489,0.25,0.25,0.25,0.25
261504,0.25,0.25,0.25,0.25
261512,0.25,0.25,0.25,0.25
261514,0.25,0.25,0.25,0.25
261536,0.25,0.25,0.25,0.25
261538,0.25,0.25,0.25,0.25
261540,0.25,0.25,0.25,0.25
261559,0.25,0.25,0.25,0.25
261569,0.25,0.25,0.25,0.25
261572,0.25,0.25,0.25,0.25
261587,0.25,0.25,0.25,0.25
261599,0.25,0.25,0.25,0.25
261609,0.25,0.25,0.25,0.25
261616,0.25,0.25,0.25,0.25
261623,0.25,0.25,0.25,0.25
261627,0.25,0.25,0.25,0.25
261639,0.25,0.25,0.25,0.25
261656,0.25,0.25,0.25,0.25
261688,0.25,0.25,0.25,0.25
261708,0.25,0.25,0.25,0.25
261719,0.25,0.25,0.25,0.25
261743,0.25,0.25,0.25,0.25
261748,0.25,0.25,0.25,0.25
261749,0.25,0.25,0.25,0.25
261753,0.25,0.25,0.25,0.25
261761,0.25,0.25,0.25,0.25
261769,0.25,0.25,0.25,0.25
261799,0.25,0.25,0.25,0.25
261829,0.25,0.25,0.25,0.25
261835,0.25,0.25,0.25,0.25
261840,0.25,0.25,0.25,0.25
261842,0.25,0.25,0.25,0.25
261848,0.25,0.25,0.25,0.25
261858,0.25,0.25,0.25,0.25
261887,0.25,0.25,0.25,0.25
261896,0.25,0.25,0.25,0.25
261898,0.25,0.25,0.25,0.25
261908,0.25,0.25,0.25,0.25
261910,0.25,0.25,0.25,0.25
261922,0.25,0.25,0.25,0.25
261924,0.25,0.25,0.25,0.25
261941,0.25,0.25,0.25,0.25
261947,0.25,0.25,0.25,0.25
261951,0.25,0.25,0.25,0.25
261972,0.25,0.25,0.25,0.25
261982,0.25,0.25,0.25,0.25
261989,0.25,0.25,0.25,0.25
261992,0.25,0.25,0.25,0.25
261999,0.25,0.25,0.25,0.25
262001,0.25,0.25,0.25,0.25
262013,0.25,0.25,0.25,0.25
262029,0.25,0.25,0.25,0.25
262035,0.25,0.25,0.25,0.25
262038,0.25,0.25,0.25,0.25
262039,0.25,0.25,0.25,0.25
262047,0.25,0.25,0.25,0.25
262052,0.25,0.25,0.25,0.25
262065,0.25,0.25,0.25,0.25
262067,0.25,0.25,0.25,0.25
262075,0.25,0.25,0.25,0.25
262076,0.25,0.25,0.25,0.25
262098,0.25,0.25,0.25,0.25
262110,0.25,0.25,0.25,0.25
262133,0.25,0.25,0.25,0.25
262141,0.25,0.25,0.25,0.25
262152,0.25,0.25,0.25,0.25
262153,0.25,0.25,0.25,0.25
262156,0.25,0.25,0.25,0.25
262160,0.25,0.25,0.25,0.25
262165,0.25,0.25,0.25,0.25
262167,0.25,0.25,0.25,0.25
262170,0.25,0.25,0.25,0.25
262185,0.25,0.25,0.25,0.25
262198,0.25,0.25,0.25,0.25
262204,0.25,0.25,0.25,0.25
262210,0.25,0.25,0.25,0.25
262248,0.25,0.25,0.25,0.25
262249,0.25,0.25,0.25,0.25
262265,0.25,0.25,0.25,0.25
262266,0.25,0.25,0.25,0.25
262290,0.25,0.25,0.25,0.25
262294,0.25,0.25,0.25,0.25
262321,0.25,0.25,0.25,0.25
262347,0.25,0.25,0.25,0.25
262383,0.25,0.25,0.25,0.25
262389,0.25,0.25,0.25,0.25
262407,0.25,0.25,0.25,0.25
262410,0.25,0.25,0.25,0.25
262413,0.25,0.25,0.25,0.25
262461,0.25,0.25,0.25,0.25
262478,0.25,0.25,0.25,0.25
262482,0.25,0.25,0.25,0.25
262495,0.25,0.25,0.25,0.25
262503,0.25,0.25,0.25,0.25
262517,0.25,0.25,0.25,0.25
262523,0.25,0.25,0.25,0.25
262524,0.25,0.25,0.25,0.25
262527,0.25,0.25,0.25,0.25
262532,0.25,0.25,0.25,0.25
262539,0.25,0.25,0.25,0.25
262548,0.25,0.25,0.25,0.25
262549,0.25,0.25,0.25,0.25
262557,0.25,0.25,0.25,0.25
262580,0.25,0.25,0.25,0.25
262581,0.25,0.25,0.25,0.25
262607,0.25,0.25,0.25,0.25
262610,0.25,0.25,0.25,0.25
262634,0.25,0.25,0.25,0.25
262635,0.25,0.25,0.25,0.25
262649,0.25,0.25,0.25,0.25
262676,0.25,0.25,0.25,0.25
262699,0.25,0.25,0.25,0.25
262709,0.25,0.25,0.25,0.25
262717,0.25,0.25,0.25,0.25
262732,0.25,0.25,0.25,0.25
262743,0.25,0.25,0.25,0.25
262751,0.25,0.25,0.25,0.25
262764,0.25,0.25,0.25,0.25
262767,0.25,0.25,0.25,0.25
262774,0.25,0.25,0.25,0.25
262788,0.25,0.25,0.25,0.25
262792,0.25,0.25,0.25,0.25
262807,0.25,0.25,0.25,0.25
262808,0.25,0.25,0.25,0.25
262822,0.25,0.25,0.25,0.25
262838,0.25,0.25,0.25,0.25
262847,0.25,0.25,0.25,0.25
262857,0.25,0.25,0.25,0.25
262859,0.25,0.25,0.25,0.25
262887,0.25,0.25,0.25,0.25
262889,0.25,0.25,0.25,0.25
262901,0.25,0.25,0.25,0.25
262918,0.25,0.25,0.25,0.25
262922,0.25,0.25,0.25,0.25
262925,0.25,0.25,0.25,0.25
262927,0.25,0.25,0.25,0.25
262937,0.25,0.25,0.25,0.25
262949,0.25,0.25,0.25,0.25
262959,0.25,0.25,0.25,0.25
262972,0.25,0.25,0.25,0.25
262979,0.25,0.25,0.25,0.25
262982,0.25,0.25,0.25,0.25
262993,0.25,0.25,0.25,0.25
263002,0.25,0.25,0.25,0.25
263012,0.25,0.25,0.25,0.25
263022,0.25,0.25,0.25,0.25
263036,0.25,0.25,0.25,0.25
263052,0.25,0.25,0.25,0.25
263068,0.25,0.25,0.25,0.25
263081,0.25,0.25,0.25,0.25
263100,0.25,0.25,0.25,0.25
263107,0.25,0.25,0.25,0.25
263114,0.25,0.25,0.25,0.25
263116,0.25,0.25,0.25,0.25
263121,0.25,0.25,0.25,0.25
263124,0.25,0.25,0.25,0.25
263138,0.25,0.25,0.25,0.25
263156,0.25,0.25,0.25,0.25
263159,0.25,0.25,0.25,0.25
263182,0.25,0.25,0.25,0.25
263186,0.25,0.25,0.25,0.25
263195,0.25,0.25,0.25,0.25
263207,0.25,0.25,0.25,0.25
263209,0.25,0.25,0.25,0.25
263221,0.25,0.25,0.25,0.25
263228,0.25,0.25,0.25,0.25
263233,0.25,0.25,0.25,0.25
263237,0.25,0.25,0.25,0.25
263245,0.25,0.25,0.25,0.25
263249,0.25,0.25,0.25,0.25
263273,0.25,0.25,0.25,0.25
263274,0.25,0.25,0.25,0.25
263292,0.25,0.25,0.25,0.25
263300,0.25,0.25,0.25,0.25
263304,0.25,0.25,0.25,0.25
263393,0.25,0.25,0.25,0.25
263425,0.25,0.25,0.25,0.25
263439,0.25,0.25,0.25,0.25
263455,0.25,0.25,0.25,0.25
263461,0.25,0.25,0.25,0.25
263462,0.25,0.25,0.25,0.25
263466,0.25,0.25,0.25,0.25
263473,0.25,0.25,0.25,0.25
263477,0.25,0.25,0.25,0.25
263490,0.25,0.25,0.25,0.25
263500,0.25,0.25,0.25,0.25
263511,0.25,0.25,0.25,0.25
263514,0.25,0.25,0.25,0.25
263516,0.25,0.25,0.25,0.25
263543,0.25,0.25,0.25,0.25
263555,0.25,0.25,0.25,0.25
263574,0.25,0.25,0.25,0.25
263578,0.25,0.25,0.25,0.25
263585,0.25,0.25,0.25,0.25
263589,0.25,0.25,0.25,0.25
263596,0.25,0.25,0.25,0.25
263602,0.25,0.25,0.25,0.25
263605,0.25,0.25,0.25,0.25
263617,0.25,0.25,0.25,0.25
263634,0.25,0.25,0.25,0.25
263642,0.25,0.25,0.25,0.25
263655,0.25,0.25,0.25,0.25
263667,0.25,0.25,0.25,0.25
263674,0.25,0.25,0.25,0.25
263680,0.25,0.25,0.25,0.25
263682,0.25,0.25,0.25,0.25
263697,0.25,0.25,0.25,0.25
263698,0.25,0.25,0.25,0.25
263735,0.25,0.25,0.25,0.25
263751,0.25,0.25,0.25,0.25
263762,0.25,0.25,0.25,0.25
263768,0.25,0.25,0.25,0.25
263775,0.25,0.25,0.25,0.25
263779,0.25,0.25,0.25,0.25
263793,0.25,0.25,0.25,0.25
263874,0.25,0.25,0.25,0.25
263880,0.25,0.25,0.25,0.25
263892,0.25,0.25,0.25,0.25
263913,0.25,0.25,0.25,0.25
263920,0.25,0.25,0.25,0.25
263924,0.25,0.25,0.25,0.25
263926,0.25,0.25,0.25,0.25
263938,0.25,0.25,0.25,0.25
263939,0.25,0.25,0.25,0.25
